keyword,keyword_id,movie_id
"death",34079,300671
"21st century",209493,300671
"cia agent",214596,300671
"u.s. ambassador",235476,300671
"love triangle",128,228326
"afterlife",6155,228326
"day of the dead",209789,228326
"bullfighting",209790,228326
"cons and scams",206718,10833
"corruption",417,66
"assassination",441,66
"washington d.c.",521,66
"rape",570,66
"white house",833,66
"usa president",840,66
"daughter",5600,66
"government",6086,66
"suspense",9937,66
"secret service",41249,66
"secret service agent",208633,66
"poem",493,4421
"middle east",539,4421
"helicopter",720,4421
"satellite",3376,4421
"navy",3588,4421
"sexism",4411,4421
"war",6091,4421
"army",6092,4421
"sexual harassment",10850,4421
"navy seal",11219,4421
"feminist",11718,4421
"soldier",13065,4421
"commando",15248,4421
"mental health",159315,4421
"drill instructor",161247,4421
"military",162365,4421
"u.s. military",185454,4421
"army base",191110,4421
"reconnaissance",225707,4421
"sexual discrimination",225710,4421
"brother brother relationship",380,2649
"birthday",1421,2649
"danger of life",3883,2649
"birthday party",5732,2649
"surprising",173303,2649
"monster",1299,588
"mother role",2784,588
"burning of witches",2871,588
"fog",3002,588
"suffering",3032,588
"darkness",3762,588
"sadism",4426,588
"supernatural",6152,588
"revenge",9748,588
"surrealism",9887,588
"gore",10292,588
"survival",10349,588
"good vs evil",10842,588
"blood",11221,588
"another dimension",12446,588
"torture",13006,588
"creature",13031,588
"violence",14819,588
"demon",15001,588
"witch burning",40929,588
"based on video game",41645,588
"dismemberment",157444,588
"religious fanatic",161264,588
"ghost town",166701,588
"sleepwalking",179878,588
"american football",579,10393
"strike",4112,10393
"sport",6075,10393
"coach",8338,10393
"misfit",9789,10393
"american football player",155791,10393
"helicopter",720,6623
"terrorist",949,6623
"nuclear missile",3312,6623
"bridge",3450,6623
"train crash",10663,6623
"train",13008,6623
"woman director",187056,6623
"wife husband relationship",1157,71552
"sequel",9663,71552
"family reunion",18187,71552
"masturbation",33451,71552
"scat",161158,71552
"high school reunion",161213,71552
"quitting a job",179173,71552
"milf",179178,71552
"duringcreditsstinger",179431,71552
"corruption",417,9631
"hostage",1562,9631
"pension",6125,9631
"innocence",6139,9631
"police",6149,9631
"hostage-taking",7188,9631
"murder",9826,9631
"suspense",9937,9631
"conspiracy",10410,9631
"bullet wound",14677,9631
"negotiator",209140,9631
"tornado",2213,216282
"student",12105,216282
"found footage",163053,216282
"disaster movie",199076,216282
"detective",703,306
"undercover",1568,306
"security camera",3016,306
"carousel ",4230,306
"investigation",5340,306
"weapon",6110,306
"sequel",9663,306
"rescue",10084,306
"counterfeit",10889,306
"shootout",10950,306
"dirty cop",11719,306
"gunfight",12371,306
"los angeles",12670,306
"explosion",14601,306
"violence",14819,306
"foot chase",14967,306
"framed",15124,306
"car chase",15483,306
"secret service",41249,306
"amusement park",155582,306
"roller coaster",156768,306
"beverly hills",163047,306
"buddy comedy",167541,306
"new york",242,928
"monster",1299,928
"skyscraper",1418,928
"mutant",1852,928
"restaurant",1946,928
"human animal relationship",2526,928
"mutation",2766,928
"tv station",3586,928
"dying and death",3737,928
"water",4237,928
"research station",4713,928
"fur",5154,928
"bat",5155,928
"current",5156,928
"electric shock",5157,928
"cleverness",6247,928
"gremlin",10005,928
"cowardliness",13001,928
"father son relationship",494,205587
"judge",934,205587
"lawyer",10909,205587
"martial arts",779,1577
"mutant",1852,1577
"dystopia",4565,1577
"rescue",10084,1577
"conspiracy",10410,1577
"evil corporation",11738,1577
"zombie",12377,1577
"based on video game",41645,1577
"london england",212,9801
"lovesickness",725,9801
"thailand",3434,9801
"clumsy fellow",5347,9801
"to drop brick",5348,9801
"capture",156702,9801
"woman director",187056,9801
"miami",416,2116
"florida",1196,2116
"double murder",6309,2116
"divorce",15160,2116
"fight",1721,9624
"inuit",3355,9624
"petrol",5175,9624
"company",6129,9624
"alaska",9880,9624
"enviromental",161318,9624
"imaginary friend",7942,14199
"outcast",10216,14199
"hippie",458,1907
"exotic island",911,1907
"beach",966,1907
"map",1969,1907
"group dynamics",2323,1907
"shark attack",2988,1907
"leader",3077,1907
"thailand",3434,1907
"community",5890,1907
"backpacker",5891,1907
"delusion",6262,1907
"marijuana",10776,1907
"youth",14751,1907
"shark",15097,1907
"extramarital affair",34094,1907
"new york",242,4599
"pastor",1499,4599
"world of fasion",1854,4599
"loss of parents",2143,4599
"mannequin",2863,4599
"fashion designer",7024,4599
"family relationships",10235,4599
"assassination",441,22832
"assassin",782,22832
"ninja fighter",3075,22832
"revenge",9748,22832
"ninja",10278,22832
"ninjutsu",191750,22832
"baseball",1480,10390
"trainer",1482,10390
"career",3658,10390
"legend",3754,10390
"training",4613,10390
"sport",6075,10390
"blackmail",1936,9879
"strip club",3688,9879
"striptease",4378,9879
"police",6149,9879
"u.s. congress",33483,9879
"detective",703,11892
"secret",1328,11892
"fbi",1812,11892
"homicide",1849,11892
"evidence",2620,11892
"nerd",5801,11892
"vice",6140,11892
"intellectual",6258,11892
"high school",6270,11892
"partner",9104,11892
"murder",9826,11892
"rich",34143,11892
"forensic",160313,11892
"competition",271,9691
"assassination",441,9691
"cia",591,9691
"bank",974,9691
"cat",977,9691
"mexican standoff",1666,9691
"seattle",2350,9691
"hitman",2708,9691
"mission of murder",3045,9691
"hidden camera",3979,9691
"rivalry",9823,9691
"rescue",10084,9691
"shootout",10950,9691
"police chase",11148,9691
"sniper rifle",12355,9691
"silencer",18107,9691
"double cross",33456,9691
"caribbean",167861,9691
"detroit michigan",178929,9691
"winter",1442,1248
"psychopath",6259,1248
"horror",8087,1248
"serial killer",10714,1248
"love of one's life",2038,12220
"therapist",2726,12220
"psychology",2800,12220
"wedding",13027,12220
"relationship",14534,12220
"divorce",15160,12220
"based on novel",818,72710
"mass murder",1583,72710
"dystopia",4565,72710
"genocide",14900,72710
"alien invasion",14909,72710
"duringcreditsstinger",179431,72710
"interspecies romance",212760,72710
"alien parasites",220392,72710
"drug addiction",1803,10782
"military court",4406,10782
"panama",4596,10782
"military service",5947,10782
"court",6148,10782
"ranger",6174,10782
"supreme court",8681,10782
"lager",8713,10782
"military crime",229211,10782
"houseboat",1922,9573
"heart",2860,9573
"investigation",5340,9573
"police",6149,9573
"ex-cop",8440,9573
"suspense",9937,9573
"heart transplant",185221,9573
"fbi profiler",185222,9573
"duringcreditsstinger",179431,4959
"prison",378,10061
"usa president",840,10061
"earthquake",3521,10061
"dystopia",4565,10061
"attempt to escape",5034,10061
"los angeles",12670,10061
"reluctant hero",217083,10061
"cold war",2106,10386
"friendship",6054,10386
"giant robot",10891,10386
"sitting on a toilet",167310,10386
"fear of unknown",205726,10386
"1950s",208611,10386
"laxative",215404,10386
"ocean",270,421
"film making",886,421
"loss of mother",936,421
"cynic",2045,421
"red cap",2159,421
"ship",3799,421
"slavery",2831,316152
"american civil war",179585,316152
"prison",378,11615
"journalist",736,11615
"texas",1556,11615
"professor",1992,11615
"death penalty",2122,11615
"death row",2501,11615
"interview",4434,11615
"murder",9826,11615
"reporter",12193,11615
"intern",174420,11615
"innocent",197521,11615
"activist",208647,11615
"hitman",2708,241554
"revenge",9748,241554
"murder",9826,241554
"on the run",10562,241554
"mobster",11578,241554
"based on novel",818,10533
"burning of witches",2871,10533
"puritan",10223,10533
"pregnancy",13149,10533
"period drama",15060,10533
"extramarital affair",34094,10533
"london england",212,2252
"gay",237,2252
"male nudity",255,2252
"female nudity",293,2252
"father son relationship",494,2252
"sex",572,2252
"jealousy",931,2252
"underworld",1449,2252
"undercover",1568,2252
"hitman",2708,2252
"russian",2808,2252
"diary",2913,2252
"human trafficking",6019,2252
"midwife",6472,2252
"murder",9826,2252
"mother daughter relationship",10707,2252
"orphan",13014,2252
"gangster",13142,2252
"motorcycle",14735,2252
"bathhouse",173502,2252
"diving",269,11968
"cocaine",2150,11968
"shipwreck",2580,11968
"sailing",3180,11968
"airplane",3800,11968
"wrack",9504,11968
"schizophrenia",222,10047
"france",254,10047
"rape",570,10047
"siege",4063,10047
"biography",5565,10047
"orl\u00e9ans",8698,10047
"charles vii.",8700,10047
"false history",190532,10047
"joan of arc",190855,10047
"religious delusions",198225,10047
"kidnapping",1930,38319
"traitor",2052,38319
"virgin",2389,38319
"prince",3071,38319
"princess",7376,38319
"revenge",9748,38319
"minotaur",10166,38319
"knight",10466,38319
"dragon",12554,38319
"wedding",13027,38319
"king",13084,38319
"sword and sorcery",234213,38319
"house fire",15235,69668
"extension ladder",186694,69668
"last day on job",186695,69668
"journalist",736,9770
"museum",2598,9770
"hostage drama",3051,9770
"independent film",10183,9770
"baby",1009,11212
"hoodlum",160488,11212
"lost child",196581,11212
"cia",591,38363
"nuclear scientist",3617,38363
"iraq",5939,38363
"politician",6083,38363
"duringcreditsstinger",179431,38363
"bounty hunter",801,9923
"fbi",1812,9923
"weapon",6110,9923
"spectacle",184989,9923
"callgirl",550,11863
"san francisco",582,11863
"investigation",5340,11863
"murder",9826,11863
"dystopia",4565,18501
"mind control",9678,18501
"gun battle",10176,18501
"wrongful imprisonment",12662,18501
"dystopic future",162988,18501
"wrongful conviction",171989,18501
"online gaming",192210,18501
"civil war",393,109491
"southern usa",531,109491
"magic",2343,109491
"light",3760,109491
"dark",33783,109491
"class prejudice",165299,109491
"casters",219800,109491
"based on young adult novel",223438,109491
"corruption",417,9275
"moderator",2248,9275
"tv show",2571,9275
"success",3836,9275
"irish mob",8442,9275
"duringcreditsstinger",179431,9275
"stupidity",6241,329833
"sequel",9663,329833
"fashion",15479,329833
"male model",167193,329833
"fashion model",167200,329833
"modeling",173242,329833
"based on novel",818,28902
"suicide attempt",1252,28902
"dream",1566,28902
"kidnapping",1930,28902
"victim of murder",4942,28902
"suspense",9937,28902
"serial killer",10714,28902
"hitchcockian",155440,28902
"hotel",612,12634
"robbery",642,12634
"based on novel",818,12634
"judge",934,12634
"hawaii",1668,12634
"blackmail",1936,12634
"seduction",3182,12634
"yacht",3342,12634
"waterfall",5739,12634
"delinquency",6147,12634
"safe",8430,12634
"stolen money",8627,12634
"deception",9758,12634
"skinny dipping",13078,12634
"cell phone",15156,12634
"double cross",33456,12634
"beach house",34145,12634
"elmore leonard",155552,12634
"scheming",184302,12634
"yellow bikini",226435,12634
"noises",3767,10416
"alien life-form",4862,10416
"erection",6935,10416
"neue frau",8580,10416
"alien",9951,10416
"reproduction",168550,10416
"bone",4479,47327
"car explosion",41019,47327
"premarital sex",159631,47327
"satanic cult",163055,47327
"driver's license",172345,47327
"finger gun",172353,47327
"backhand slap",172354,47327
"car jump",172357,47327
"man punching a woman",172364,47327
"magic trick",172365,47327
"martial arts",779,15268
"revenge",9748,15268
"street fighter",10076,15268
"based on video game",41645,15268
"dual identity",851,10796
"rock and roll",578,9548
"show business",837,9548
"rock star",2570,9548
"heavy metal",5540,9548
"murder",9826,9548
"private detective",155790,9548
"soccer",13042,271331
"great britain",1025,18947
"musical",4344,18947
"rock",5288,18947
"pirate radio",8030,18947
"swinging 60s",155762,18947
"usa",279,1900
"war on drugs",1601,1900
"drug traffic",2149,1900
"drug dealer",2231,1900
"drug smuggle",3391,1900
"addicted",4436,1900
"police operation",4668,1900
"united states\u2013mexico barrier",5616,1900
"addiction",6782,1900
"drug lord",18026,1900
"saving the world",83,89
"venice",110,89
"holy grail",113,89
"library",295,89
"riddle",483,89
"father son relationship",494,89
"whip",1294,89
"treasure",1454,89
"nazis",2652,89
"entrapment",2847,89
"crusader",2901,89
"treasure hunt",6956,89
"escape",10685,89
"panzer",11102,89
"order of the templars",14656,89
"archaeologist",41586,89
"indiana jones",176731,89
"archeology\u00a0",184134,89
"based on novel",818,96724
"st. petersburg russia",3563,96724
"high society",165282,96724
"imperial russia",186004,96724
"tragic death",186009,96724
"19th century",207928,96724
"artificial intelligence",310,198184
"android",803,198184
"robot",14544,198184
"near future",40847,198184
"robot cop",187019,198184
"paraplegic",856,9481
"investigation",5340,9481
"psychopath",6259,9481
"burglar",1437,4547
"bunker",2321,4547
"housebreaking",3305,4547
"safe",8430,4547
"money",10594,4547
"gore",10292,53953
"slasher",12339,53953
"single mother",14768,53953
"tooth fairy",33597,53953
"woodchipper",33598,53953
"gold",1321,6415
"gulf war",2952,6415
"three kings",3570,6415
"iraq",5939,6415
"kuwait",8651,6415
"rescue",10084,6415
"interracial relationship",10131,6415
"treasure map",11088,6415
"soldier",13065,6415
"u.s. soldier",33564,6415
"gold theft",159859,6415
"persian gulf",168818,6415
"emergency surgery",168835,6415
"mine field",168839,6415
"based on novel",818,181283
"soviet union",2111,181283
"russian",2808,181283
"murder",9826,181283
"serial killer",10714,181283
"military",162365,181283
"child murder",166109,181283
"stalinism",191543,181283
"1950s",208611,181283
"casino",585,9896
"running",795,9896
"preisgeld",8666,9896
"millionaire",33626,9896
"road movie",167043,9896
"robbery",642,167
"dream",1566,167
"hypnosis",3363,167
"investigation",5340,167
"murder",9826,167
"alien",9951,167
"hospital",11612,167
"planet",13194,167
"patient",14781,167
"medication",14784,167
"psychiatrist",15106,167
"science",156810,167
"claim",180241,167
"doubt",184130,167
"mental",199214,167
"help",202735,167
"lover (female)",1808,11232
"love of one's life",2038,11232
"time travel",4379,11232
"kiss",5091,11232
"past",6162,11232
"secret love",7879,11232
"fish out of water",11860,11232
"love of one's life",2038,1636
"mephisto",2870,1636
"wish",4896,1636
"sale of soul",4957,1636
"pact with the devil",5810,1636
"teuflisch",188750,1636
"jazz",1416,2148
"jazz musician",3017,2148
"musical",4344,2148
"mafia",10391,2148
"saloon",1582,5176
"hero",1701,5176
"liberation of prisoners",2019,5176
"transport of prisoners",3543,5176
"wilderness",3593,5176
"dying and death",3737,5176
"race against time",4776,5176
"railway car",5339,5176
"stetson",5692,5176
"rivalry",9823,5176
"gang",10726,5176
"gunfight",12371,5176
"crime",14536,5176
"family",18035,5176
"psychological",157902,5176
"dishonesty",193305,5176
"heroic mission",193552,5176
"righting the wronged",206686,5176
"chases and races",206687,5176
"parents and children",206688,5176
"mind and soul",206690,5176
"revenge",9748,260346
"murder",9826,260346
"on the run",10562,260346
"fugitive",10718,260346
"framed",15124,260346
"father daughter relationship",15300,260346
"framed for murder",180172,260346
"journalist",736,1389
"bedroom",3303,1389
"purse",8806,1389
"trunk",9098,1389
"elmore leonard",155552,1389
"prison",378,9894
"prostitute",549,9894
"karaoke",1005,9894
"dark comedy",10123,9894
"cable guy",208575,9894
"based on novel",818,7504
"war of independence",7947,7504
"period drama",15060,7504
"woman director",187056,7504
"partition",192050,7504
"1940s",207883,7504
"lahore",234297,7504
"martinique",159520,913
"claude monet",159521,913
"famous painting",159523,913
"glider",159529,913
"insurance agent",159531,913
"missing painting",159532,913
"stolen painting",159534,913
"valuable painting",159538,913
"rich people",159539,913
"baby",1009,11091
"becoming an adult",1412,11091
"puberty",1525,11091
"dream",1566,11091
"drug addiction",1803,11091
"wife",4183,11091
"unwillingly pregnant",8650,11091
"writer",13028,11091
"youth",14751,11091
"marriage problems",166113,11091
"woman director",187056,11091
"prison",378,1368
"vietnam veteran",422,1368
"falsely accused",769,1368
"police brutality",796,1368
"sheriff",798,1368
"guerrilla",1008,1368
"submachine gun",1375,1368
"gun",1419,1368
"destroy",2535,1368
"self-defense",2801,1368
"vietnam",2956,1368
"vietnam war",2957,1368
"prosecution",3246,1368
"dying and death",3737,1368
"village and town",3787,1368
"police operation",4668,1368
"attempt to escape",5034,1368
"matter of life and death",5144,1368
"survivor",5385,1368
"tramp",5386,1368
"national guard",5387,1368
"weapon",6110,1368
"firearm",6112,1368
"police",6149,1368
"escape",10685,1368
"1970s",1228,593
"loss of sense of reality",1565,593
"extraterrestrial technology",1603,593
"subconsciousness",2117,593
"russian",2808,593
"hallucination",3298,593
"space travel",3801,593
"astronaut",14626,593
"soviet",157938,593
"dwarves",604,5393
"cinderella",995,5393
"wolf",1994,5393
"bad mother-in-law",2374,5393
"prince",3071,5393
"fairy tale",3205,5393
"little red riding hood",4174,5393
"step mother",5921,5393
"wizardry",6333,5393
"princess",7376,5393
"sleeping beauty",7430,5393
"rumpelstilzchen",7432,5393
"good and bad",46958,5393
"intern",174420,5393
"woman director",187056,5393
"servant",964,9095
"monster",1299,9095
"laboratory",10124,9095
"jekyll and hyde",156033,9095
"housemaid",191009,9095
"19th century",207928,9095
"submarine",339,322194
"woman director",187056,322194
"karaoke",1005,8874
"marriage proposal",1459,8874
"new love",1605,8874
"love of one's life",2038,8874
"kiss",5091,8874
"man-woman relation",5756,8874
"secret love",7879,8874
"wedding",13027,8874
"film business",774,11467
"film producer",887,11467
"wife husband relationship",1157,11467
"fictitious marriage",1907,11467
"married couple",2587,11467
"marriage crisis",5809,11467
"detective",703,320
"confession",718,320
"fbi",1812,320
"homicide",1849,320
"blackmail",1936,320
"suspect",3879,320
"love",9673,320
"murder",9826,320
"los angeles",12670,320
"teenager",13130,320
"neo-noir",207268,320
"federation",503,199
"starfleet",505,199
"borg",522,199
"enterprise-e",671,199
"cyborg",679,199
"montana",680,199
"resistance",836,199
"inventor",1436,199
"repayment",1522,199
"obsession",1523,199
"business start-up",49960,199
"space opera",161176,199
"gunslinger",75,20533
"usa",279,20533
"dc comics",849,20533
"hell",6154,20533
"facial scar",15518,20533
"death",34079,20533
"confederate",163188,20533
"tomahawk",175261,20533
"gulf war",2952,10684
"pilot",3203,10684
"u.s. army",4595,10684
"praise",6049,10684
"rescue mission",11107,10684
"dead soldier",11110,10684
"tank",11117,10684
"medal",11124,10684
"california",387,1624
"workaholic",1022,1624
"birthday",1421,1624
"lie",2251,1624
"pregnancy and birth",3725,1624
"wish",4896,1624
"1990s",210608,1624
"manager",554,888
"jealousy",931,888
"bad mother-in-law",2374,888
"adoption",2393,888
"family's daily life",2783,888
"stone age",4428,888
"plan",4812,888
"friendship",6054,888
"best friend",12392,888
"dinosaur",12616,888
"kidnapping",1930,82675
"turkey",5733,82675
"police chase",11148,82675
"bag over head",11464,82675
"violence",14819,82675
"fbi agent",18525,82675
"teenage daughter",155888,82675
"stealing a car",161994,82675
"ex-husband ex-wife relationship",163758,82675
"albanian",182045,82675
"u.s. embassy",185815,82675
"killed in an elevator",185817,82675
"security guard killed",185818,82675
"horror spoof",12416,4256
"undercover agent",4654,1493
"beauty contest",5496,1493
"terrorism",13015,1493
"volcano",3347,88751
"prehistoric",10506,88751
"dinosaur",12616,88751
"prehistoric creature",166958,88751
"3d",209714,88751
"coronation",2505,11130
"duty",4263,11130
"marriage",6038,11130
"falling in love",13072,11130
"judge",934,9944
"professor",1992,9944
"mission of murder",3045,9944
"supreme court",8681,9944
"suicide",236,10731
"brother brother relationship",380,10731
"witness protection",4009,10731
"principal witness ",4508,10731
"brother",5301,10731
"investigation",5340,10731
"search for witnesses",7255,10731
"lawyer",10909,10731
"gangster",13142,10731
"africa",409,7350
"himalaya",486,7350
"brain tumor",879,7350
"wife husband relationship",1157,7350
"sense of life",2875,7350
"male friendship",3230,7350
"safari",3513,7350
"dying and death",3737,7350
"wish",4896,7350
"journey round the world",5973,7350
"terminal illness",6564,7350
"billionaire",12547,7350
"father daughter relationship",15300,7350
"estranged father",161194,7350
"elderly",172971,7350
"bucket list",215787,7350
"taj mahal",226580,7350
"assassination",441,9869
"assassin",782,9869
"repayment",1522,9869
"ira",14552,9869
"jack ryan",155723,9869
"bad mother-in-law",2374,4379
"surgeon",3262,4379
"dogsitter",5904,4379
"falling in love",13072,4379
"pennsylvania",904,146233
"kidnapping",1930,146233
"maze",2158,146233
"vigilante",7002,146233
"rural setting",11004,146233
"candlelight vigil",166625,146233
"police brutality",796,2034
"war on drugs",1601,2034
"drug traffic",2149,2034
"drug dealer",2231,2034
"los angeles",12670,2034
"gang member",33426,2034
"mexican american",164253,2034
"barrio",183637,2034
"cholo",206318,2034
"space battle",2902,926
"spaceship",9831,926
"spoof",11931,926
"fictional tv show",179781,926
"sex",572,4248
"exorcism",2626,4248
"secret door",33468,4248
"musical",4344,64328
"the muppets",12998,64328
"robot",14544,64328
"oil tycoon",156706,64328
"studio tour",156708,64328
"duringcreditsstinger",179431,64328
"suicide",236,36647
"hero",1701,36647
"vampire",3133,36647
"bite",4197,36647
"fistfight",5572,36647
"supernatural",6152,36647
"vampire hunter",9259,36647
"superhero",9715,36647
"rivalry",9823,36647
"tragic hero",10044,36647
"good vs evil",10842,36647
"one man army",13116,36647
"extreme violence",14687,36647
"martial arts master",14731,36647
"scientist",14760,36647
"violence",14819,36647
"disarming someone",14935,36647
"blade",40884,36647
"machine gun",156650,36647
"english subtitles in original",162301,36647
"hypodermic needle",168859,36647
"microscope",175023,36647
"secret headquarters",175036,36647
"bullet dodging",175041,36647
"bullet time",175042,36647
"kicked in the groin",175048,36647
"x rayed skeleton",175049,36647
"mouth guard",175050,36647
"escapade",187710,36647
"imaginary",202322,36647
"deadly",202703,36647
"master warrior",206695,36647
"supernatural ability",206813,36647
"fang vamp",231407,36647
"black people",577,7214
"autoritian education",5833,7214
"sport",6075,7214
"high school",6270,7214
"scholarship",6278,7214
"basketball",6496,7214
"violence in schools",7920,7214
"teacher",10508,7214
"teachers and students",193547,7214
"new york",242,1537
"custody battle",4056,1537
"suspense",9937,1537
"lawyer",10909,1537
"amazon",5968,9360
"jungle",10787,9360
"anaconda",158233,9360
"film crew",158235,9360
"killer snake",158241,9360
"river boat",158244,9360
"amazon river",217120,9360
"animal horror",223059,9360
"london england",212,508
"male nudity",255,508
"female nudity",293,508
"love at first sight",699,508
"usa president",840,508
"marseille",916,508
"office",1438,508
"christmas party",1441,508
"marriage proposal",1459,508
"bars and restaurants",2182,508
"press conference",2562,508
"language barrier",2568,508
"prime minister",2569,508
"rock star",2570,508
"tv show",2571,508
"metal detector",2573,508
"war on terror",5597,508
"school performance",7358,508
"multiple storylines",171366,508
"winter",1442,9487
"fight",1721,9487
"ant",3126,9487
"invention",3338,9487
"collector",4295,9487
"ant-hill",8790,9487
"kids and family",9963,9487
"grass",11539,9487
"duringcreditsstinger",179431,9487
"loss of family",1465,768
"drug addiction",1803,768
"jack the ripper",4007,768
"explosive",1653,2636
"revenge",9748,2636
"explosives expert",159358,2636
"lover (female)",1808,10478
"golf",2702,10478
"man-woman relation",5756,10478
"sport",6075,10478
"woman between two men",7439,10478
"nurse",428,27983
"widow",4129,27983
"children",10103,27983
"parent",14648,27983
"sibling",18027,27983
"father son relationship",494,9981
"generations confilct",2200,9981
"sport",6075,9981
"amateur soccer",8864,9981
"soccer coach",223149,9981
"opera",2199,315664
"biography",5565,315664
"singing false",235768,315664
"bureaucracy",211,7453
"england",392,7453
"dolphin",630,7453
"android",803,7453
"based on novel",818,7453
"chase",3713,7453
"space travel",3801,7453
"galaxy",4270,7453
"spaceship",9831,7453
"alien",9951,7453
"stop motion",10121,7453
"survival",10349,7453
"hitchhiker",11546,7453
"robot",14544,7453
"alien invasion",14909,7453
"everyman",177144,7453
"hyperspace",177145,7453
"meaning of life",177146,7453
"based on radio show",178640,7453
"alien attack",192962,7453
"bathrobe",221652,7453
"destruction of earth",221653,7453
"intergalactic travel",221654,7453
"islington england",221655,7453
"talking robot",221656,7453
"clone",402,7737
"mutant",1852,7737
"post-apocalyptic",4458,7737
"dystopia",4565,7737
"conspiracy",10410,7737
"evil corporation",11738,7737
"zombie",12377,7737
"based on video game",41645,7737
"africa",409,232672
"blind date",4513,232672
"relationship",14534,232672
"family vacation",14724,232672
"family",18035,232672
"river",1261,8987
"robber",1621,8987
"boston",1680,8987
"bank robber",2492,8987
"marriage crisis",5809,8987
"hostage-taking",7188,8987
"rafting",8158,8987
"criminal",15009,8987
"white water rafting",233153,8987
"cupboard",1990,11359
"games",6186,11359
"puppet",6300,11359
"parallel world",33465,11359
"toy comes to life",187065,11359
"new york",242,259694
"based on novel",818,259694
"one-night stand",2864,259694
"single",9457,259694
"widow",4129,82525
"american abroad",34061,82525
"eye gouging",156173,82525
"dea agent",156805,82525
"shot in the shoulder",167536,82525
"gun in mouth",168869,82525
"filmed killing",182022,82525
"southern california",186219,82525
"improvised explosive device",186233,82525
"surrogate daughter",186234,82525
"shot in the throat",186239,82525
"laguna beach california",186243,82525
"enforcer",186251,82525
"gardner",186265,82525
"skull mask",186268,82525
"dea",186281,82525
"bank",974,9759
"mobile phone",1880,9759
"telephone",6103,9759
"weapon",6110,9759
"police",6149,9759
"duringcreditsstinger",179431,9759
"spy",470,9486
"hero",1701,9486
"queen",2011,9486
"intelligence",2051,9486
"coronation",2505,9486
"funeral",3739,9486
"secret agent",4289,9486
"queen elisabeth ii",4308,9486
"weapon",6110,9486
"spoof",11931,9486
"explosion",14601,9486
"agent",33705,9486
"pen",33707,9486
"duringcreditsstinger",179431,9486
"ant",3126,9906
"child hero",3650,9906
"shrinking",6380,9906
"ant-hill",8790,9906
"children",10103,9906
"prophecy",530,841
"witch",616,841
"monster",1299,841
"telepathy",1475,841
"atomic bomb",1815,841
"space marine",1826,841
"emperor",2280,841
"mutation",2766,841
"insurgence",3074,841
"space travel",3801,841
"guild",4234,841
"duke",4235,841
"water",4237,841
"chosen one",4238,841
"dystopia",4565,841
"jihad",4743,841
"spice",6074,841
"war",6091,841
"messiah",194063,841
"denunciation",197602,841
"riot",2187,4688
"protest",4108,4688
"musical",4344,4688
"music",6027,4688
"cultural difference",10428,4688
"university",13160,4688
"fantasy sequence",18020,4688
"anti war",165431,4688
"police arrest",165458,4688
"march",165461,4688
"woman director",187056,4688
"1960s",208992,4688
"dolphin",630,62837
"boy",5202,62837
"trap",11060,62837
"summer",13088,62837
"tail",41605,62837
"adultery",596,4148
"jealousy",931,4148
"infidelity",1326,4148
"career",3658,4148
"marriage crisis",5809,4148
"connecticut",6981,4148
"mission of murder",3045,2207
"male bonding",167863,2207
"doing the right thing",175600,2207
"people change",232411,2207
"submarine",339,9381
"baby",1009,9381
"secret",1328,9381
"future",2964,9381
"mercenary",3070,9381
"prosecution",3246,9381
"protection",4556,9381
"dystopia",4565,9381
"moral conflict",4690,9381
"smuggling",6212,9381
"vision",10629,9381
"pregnant",10721,9381
"cyberpunk",12190,9381
"sect",173162,9381
"secret agent",4289,9625
"past",6162,9625
"cop",8015,9625
"series of murders",14676,9625
"homicide detective",180668,9625
"clone",402,9304
"mistake in person",2281,9304
"cloning",11628,9304
"experiment gone wrong",12572,9304
"construction",33496,9304
"alien",9951,20856
"comedy",10267,20856
"duringcreditsstinger",179431,20856
"beforecreditsstinger",179435,20856
"live action and animation",209220,20856
"promise",6044,5955
"murder",9826,5955
"drawing",13151,5955
"porcupine",177996,5955
"pledge",187327,5955
"retirement party",187328,5955
"criminal profile",187329,5955
"cheating",1332,9899
"adolf hitler",3063,9899
"success",3836,9899
"music",6027,9899
"blonde",6946,9899
"funny nazi",11065,9899
"producer",33879,9899
"broadway musical",165241,9899
"aftercreditsstinger",179430,9899
"woman director",187056,9899
"secret identity",1308,9826
"gold",1321,9826
"gangster boss",3149,9826
"phantom",3284,9826
"silver",3625,9826
"power",3720,9826
"battle for power",4933,9826
"jade",8643,9826
"based on comic book",9717,9826
"jungle",10787,9826
"masked hero",203423,9826
"crystal skull",212009,9826
"dancing",246,21355
"chess",316,21355
"prisoner",1563,21355
"coffin",1909,21355
"wrong accusal",2325,21355
"ranch",2752,21355
"airplane",3800,21355
"beating",9849,21355
"jail",9890,21355
"rifle",9897,21355
"corpse",13092,21355
"lasso",156795,21355
"cautery",156796,21355
"usa president",840,10858
"presidential election",2946,10858
"watergate scandal",4240,10858
"biography",5565,10858
"government",6086,10858
"historical figure",6165,10858
"london england",212,11439
"cia",591,11439
"war crimes",1327,11439
"tony blair",9365,11439
"author",10818,11439
"ocean liner",4953,9457
"sea monster",33696,9457
"jewel heist",155508,9457
"armed robbery",196917,9457
"black people",577,12412
"world war ii",1956,12412
"toscana",1958,12412
"village",5331,12412
"soldier",13065,12412
"partisan",15182,12412
"poison",351,1494
"china",478,1494
"martial arts",779,1494
